"2017-07-01";"2000";"Company Capital";"false"
"2017-07-14";"-6.46";"GitHub";false
"2017-07-16";"-15";"Accounting Subscription";false
"2017-06-21";"-5.49";"Domain Name";false
"2017-06-21";"-2196.63";"Computer";false
"2017-06-22";"-1142.25";"Legal assistance";false
"2017-06-26";"-500";"Accomodation";false
"2017-06-30";"-592.38";"AirFrance Paris - Lisbon - Paris";false
"2017-07-29";"8000";"Payment of invoice 1";true
